tod_main_mode,trip_purpose_main_mode,model_type_main_mode,main_mode_utility_lhs,main_mode_utility_equation,main_mode_comments,tod_access_mode,trip_purpose_access_mode,model_type_access_mode,access_transit_mode,access_mode_utility_lhs,access_mode_utility_equation,access_mode_comments,tod_egress_mode,trip_purpose_egress_mode,model_type_egress_mode,egress_transit_mode,egress_mode_utility_lhs,egress_mode_utility_equation,egress_mode_comments
PM,HBE,MNL,V_Own_Two_Wheeler,0.339 - 0.006*ivtt_Own_Two_Wheeler - 0.006*ovtt_Own_Two_Wheeler - 0.002*cost_Own_Two_Wheeler,,IP,HBE,MNL,Bus,V_access_App_Based_Two_Wheeler,0.233 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,PM,HBE,MNL,Bus,V_egress_App_Based_Two_Wheeler,0.233- 0.007*ivtt_egress_App_Based_Two_Wheeler - 0.007*ovtt_egress_App_Based_Two_Wheeler - 0.002*cost_egress_App_Based_Two_Wheeler,
PM,HBE,MNL,V_Own_Car,(-0.118) - 0.006*ivtt_Own_Car - 0.006*ovtt_Own_Car - 0.006*cost_Own_Car,,IP,HBE,MNL,Bus,V_access_App_Based_Car,0.099 - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,PM,HBE,MNL,Bus,V_egress_App_Based_Car,0.099 - 0.007*ivtt_egress_App_Based_Car - 0.007*ovtt_egress_App_Based_Car - 0.002*cost_egress_App_Based_Car,
PM,HBE,MNL,V_Bus,(-0.006)*ivtt_Bus - 0.006*ovtt_Bus - 0.002*cost_Bus +0.153*LS_access_Bus + 0.081*LS_egress_Bus,,IP,HBE,MNL,Metro,V_access_Walk,0.043 -  0.019*ivtt_access_Walk - 0*ovtt_access_Walk - 0*cost_access_Walk,,PM,HBE,MNL,Metro,V_egress_Walk,0.146 - 0.019*ivtt_egress_Walk - 0*ovtt_egress_Walk - 0*cost_egress_Walk,
PM,HBE,MNL,V_Metro,0.243 - 0.006*ivtt_Metro - 0.006*ovtt_Metro - 0.002*cost_Metro + 0.061*LS_access_Metro + 0.159*LS_egress_Metro,,IP,HBE,MNL,Metro,V_access_Bicycle,0.010- 0.019*ivtt_access_Bicycle - 0*ovtt_access_Bicycle - 0*cost_access_Bicycle,,PM,HBE,MNL,Metro,V_egress_Auto_Rickshaw,(- 0.007)*ivtt_egress_Auto_Rickshaw - 0.007*ovtt_egress_Auto_Rickshaw - 0.002*cost_egress_Auto_Rickshaw,
PM,HBE,MNL,V_Bus_and_Metro,(-2.992) - 0.006*ivtt_Bus_and_Metro - 0.006*ovtt_Bus_and_Metro - 0.002*cost_Bus_and_Metro  + 1*LS_access_Bus_and_Metro + 0.061*LS_egress_Bus_and_Metro,,IP,HBE,MNL,Metro,V_access_Own_Two_Wheeler,0.568 - 0.007*ivtt_access_Own_Two_Wheeler - 0.007*ovtt_access_Own_Two_Wheeler - 0.002*cost_access_Own_Two_Wheeler,,PM,HBE,MNL,Metro,V_egress_App_Based_Two_Wheeler,0.129 - 0.007*ivtt_egress_App_Based_Two_Wheeler - 0.007*ovtt_egress_App_Based_Two_Wheeler - 0.002*cost_egress_App_Based_Two_Wheeler,
PM,HBE,MNL,V_Auto_Rickshaw,(-1.954) - 0.006*ivtt_Auto_Rickshaw - 0.006*ovtt_Auto_Rickshaw - 0.002*cost_Auto_Rickshaw,,IP,HBE,MNL,Metro,V_access_Own_Car,(-0.243) - 0.007*ivtt_access_Own_Car - 0.007*ovtt_access_Own_Car - 0.002*cost_access_Own_Car,,PM,HBE,MNL,Metro,V_egress_App_Based_Car,0.056 - 0.007*ivtt_egress_App_Based_Car - 0.007*ovtt_egress_App_Based_Car - 0.002*cost_egress_App_Based_Car,
PM,HBE,MNL,V_App_Based_Two_Wheeler,(-1.225) - 0.006*ivtt_App_Based_Two_Wheeler - 0.006*ovtt_App_Based_Two_Wheeler - 0.002*cost_App_Based_Two_Wheeler,,IP,HBE,MNL,Metro,V_access_Auto_Rickshaw,(- 0.007)*ivtt_access_Auto_Rickshaw - 0.007*ovtt_access_Auto_Rickshaw - 0.002*cost_access_Auto_Rickshaw,,PM,HBE,MNL,Bus_and_Metro,V_egress_Walk,0.117 - 0.019*ivtt_egress_Walk - 0*ovtt_egress_Walk - 0*cost_egress_Walk,
PM,HBE,MNL,V_App_Based_Car,(-1.225) - 0.006*ivtt_App_Based_Car - 0.006*ovtt_App_Based_Car - 0.002*cost_App_Based_Car,,IP,HBE,MNL,Metro,V_access_App_Based_Two_Wheeler,0.568 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,PM,HBE,MNL,Bus_and_Metro,V_egress_Auto_Rickshaw,(- 0.007)*ivtt_egress_Auto_Rickshaw - 0.007*ovtt_egress_Auto_Rickshaw - 0.002*cost_egress_Auto_Rickshaw,
PM,HBE,MNL,V_Vehicle_Pool,(-1.225) - 0.006*ivtt_Vehicle_Pool - 0.006*ovtt_Vehicle_Pool - 0.002*cost_Vehicle_Pool,,IP,HBE,MNL,Metro,V_access_App_Based_Car,(-0.243) - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,PM,HBE,MNL,Bus_and_Metro,V_egress_App_Based_Two_Wheeler,0.101 - 0.007*ivtt_egress_App_Based_Two_Wheeler - 0.007*ovtt_egress_App_Based_Two_Wheeler - 0.002*cost_egress_App_Based_Two_Wheeler,
PM,HBE,MNL,V_School_Bus,(-0.871) - 0.006*ivtt_School_Bus - 0.006*ovtt_School_Bus - 0.002*cost_School_Bus,,IP,HBE,MNL,Bus_and_Metro,V_access_Walk,0.866 - 0.019*ivtt_access_Walk - 0*ovtt_access_Walk - 0*cost_access_Walk,,PM,HBE,MNL,Bus_and_Metro,V_egress_App_Based_Car,0.044 - 0.007*ivtt_egress_App_Based_Car - 0.007*ovtt_egress_App_Based_Car - 0.002*cost_egress_App_Based_Car,
PM,HBO,MNL,V_Walk,0.249 - 0.064*ivtt_Walk - 0*ovtt_Walk - 0*cost_Walk,,IP,HBE,MNL,Bus_and_Metro,V_access_Bicycle,0.221 - 0.019*ivtt_access_Bicycle - 0*ovtt_access_Bicycle - 0*cost_access_Bicycle,,PM,HBO,MNL,Bus,V_egress_Walk,0.315 - 0.019*ivtt_egress_Walk - 0*ovtt_egress_Walk - 0*cost_egress_Walk,
PM,HBO,MNL,V_Bicycle,(-0.976) - 0.064*ivtt_Bicycle - 0*ovtt_Bicycle - 0*cost_Bicycle,,IP,HBE,MNL,Bus_and_Metro,V_access_Own_Two_Wheeler,0.233 - 0.007*ivtt_access_Own_Two_Wheeler - 0.007*ovtt_access_Own_Two_Wheeler - 0.002*cost_access_Own_Two_Wheeler,,PM,HBO,MNL,Bus,V_egress_Auto_Rickshaw,(- 0.007)*ivtt_egress_Auto_Rickshaw - 0.007*ovtt_egress_Auto_Rickshaw - 0.002*cost_egress_Auto_Rickshaw,
PM,HBO,MNL,V_Own_Two_Wheeler,0.339 - 0.006*ivtt_Own_Two_Wheeler - 0.006*ovtt_Own_Two_Wheeler - 0.002*cost_Own_Two_Wheeler,,IP,HBE,MNL,Bus_and_Metro,V_access_Own_Car,0.111 - 0.007*ivtt_access_Own_Car - 0.007*ovtt_access_Own_Car - 0.002*cost_access_Own_Car,,PM,HBO,MNL,Bus,V_egress_App_Based_Two_Wheeler,0.285 - 0.007*ivtt_egress_App_Based_Two_Wheeler - 0.007*ovtt_egress_App_Based_Two_Wheeler - 0.002*cost_egress_App_Based_Two_Wheeler,
PM,HBO,MNL,V_Own_Car,(-0.118) - 0.006*ivtt_Own_Car - 0.006*ovtt_Own_Car - 0.006*cost_Own_Car,,IP,HBE,MNL,Bus_and_Metro,V_access_Auto_Rickshaw,(- 0.007)*ivtt_access_Auto_Rickshaw - 0.007*ovtt_access_Auto_Rickshaw - 0.002*cost_access_Auto_Rickshaw,,PM,HBO,MNL,Bus,V_egress_App_Based_Car,0.122 - 0.007*ivtt_egress_App_Based_Car - 0.007*ovtt_egress_App_Based_Car - 0.002*cost_egress_App_Based_Car,
PM,HBO,MNL,V_Bus,(-0.006)*ivtt_Bus - 0.006*ovtt_Bus - 0.002*cost_Bus +0.153*LS_access_Bus + 0.081*LS_egress_Bus,,IP,HBE,MNL,Bus_and_Metro,V_access_App_Based_Two_Wheeler,0.233 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,PM,HBO,MNL,Metro,V_egress_Walk,0.178 - 0.019*ivtt_egress_Walk - 0*ovtt_egress_Walk - 0*cost_egress_Walk,
PM,HBO,MNL,V_Metro,0.270 - 0.006*ivtt_Metro - 0.006*ovtt_Metro - 0.002*cost_Metro + 0.061*LS_access_Metro + 0.159*LS_egress_Metro,,IP,HBE,MNL,Bus_and_Metro,V_access_App_Based_Car,0.099 - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,PM,HBO,MNL,Metro,V_egress_Auto_Rickshaw,(- 0.007)*ivtt_egress_Auto_Rickshaw - 0.007*ovtt_egress_Auto_Rickshaw - 0.002*cost_egress_Auto_Rickshaw,
PM,HBO,MNL,V_Bus_and_Metro,(-2.720) - 0.006*ivtt_Bus_and_Metro - 0.006*ovtt_Bus_and_Metro - 0.002*cost_Bus_and_Metro  + 1*LS_access_Bus_and_Metro + 0.061*LS_egress_Bus_and_Metro,,IP,HBO,MNL,Bus,V_access_Walk,1.059 - 0.019*ivtt_access_Walk - 0*ovtt_access_Walk - 0*cost_access_Walk,,PM,HBO,MNL,Metro,V_egress_App_Based_Two_Wheeler,0.158 - 0.007*ivtt_egress_App_Based_Two_Wheeler - 0.007*ovtt_egress_App_Based_Two_Wheeler - 0.002*cost_egress_App_Based_Two_Wheeler,
PM,HBO,MNL,V_Auto_Rickshaw,(-1.519) - 0.006*ivtt_Auto_Rickshaw - 0.006*ovtt_Auto_Rickshaw - 0.002*cost_Auto_Rickshaw,,IP,HBO,MNL,Bus,V_access_Bicycle,0.270 - 0.019*ivtt_access_Bicycle - 0*ovtt_access_Bicycle - 0*cost_access_Bicycle,,PM,HBO,MNL,Metro,V_egress_App_Based_Car,0.068 - 0.007*ivtt_egress_App_Based_Car - 0.007*ovtt_egress_App_Based_Car - 0.002*cost_egress_App_Based_Car,
PM,HBO,MNL,V_App_Based_Two_Wheeler,(-0.714) - 0.006*ivtt_App_Based_Two_Wheeler - 0.006*ovtt_App_Based_Two_Wheeler - 0.002*cost_App_Based_Two_Wheeler,,IP,HBO,MNL,Bus,V_access_Own_Two_Wheeler,0.284 - 0.007*ivtt_access_Own_Two_Wheeler - 0.007*ovtt_access_Own_Two_Wheeler - 0.002*cost_access_Own_Two_Wheeler,,PM,HBO,MNL,Bus_and_Metro,V_egress_Walk,0.143 - 0.019*ivtt_egress_Walk - 0*ovtt_egress_Walk - 0*cost_egress_Walk,
PM,HBO,MNL,V_App_Based_Car,(-0.714) - 0.006*ivtt_App_Based_Car - 0.006*ovtt_App_Based_Car - 0.002*cost_App_Based_Car,,IP,HBO,MNL,Bus,V_access_Own_Car,0.122 - 0.007*ivtt_access_Own_Car - 0.007*ovtt_access_Own_Car - 0.002*cost_access_Own_Car,,PM,HBO,MNL,Bus_and_Metro,V_egress_Auto_Rickshaw,(- 0.007)*ivtt_egress_Auto_Rickshaw - 0.007*ovtt_egress_Auto_Rickshaw - 0.002*cost_egress_Auto_Rickshaw,
PM,HBO,MNL,V_Vehicle_Pool,(-1.021) - 0.006*ivtt_Vehicle_Pool - 0.006*ovtt_Vehicle_Pool - 0.002*cost_Vehicle_Pool,,IP,HBO,MNL,Bus,V_access_Auto_Rickshaw,(- 0.007)*ivtt_access_Auto_Rickshaw - 0.007*ovtt_access_Auto_Rickshaw - 0.002*cost_access_Auto_Rickshaw,,PM,HBO,MNL,Bus_and_Metro,V_egress_App_Based_Two_Wheeler,0.124 - 0.007*ivtt_egress_App_Based_Two_Wheeler - 0.007*ovtt_egress_App_Based_Two_Wheeler - 0.002*cost_egress_App_Based_Two_Wheeler,
PM,HBO,MNL,V_School_Bus,(-1.021) - 0.006*ivtt_School_Bus - 0.006*ovtt_School_Bus - 0.002*cost_School_Bus,,IP,HBO,MNL,Bus,V_access_App_Based_Two_Wheeler,0.284 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,PM,HBO,MNL,Bus_and_Metro,V_egress_App_Based_Car,0.054 - 0.007*ivtt_egress_App_Based_Car - 0.007*ovtt_egress_App_Based_Car - 0.002*cost_egress_App_Based_Car,
PM,NHB,MNL,V_Walk,0.249 - 0.064*ivtt_Walk - 0*ovtt_Walk - 0*cost_Walk,,IP,HBO,MNL,Bus,V_access_App_Based_Car,0.122 - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,PM,NHB,MNL,Bus,V_egress_Walk,0.344 - 0.019*ivtt_egress_Walk - 0*ovtt_egress_Walk - 0*cost_egress_Walk,
PM,NHB,MNL,V_Bicycle,(-0.976) - 0.064*ivtt_Bicycle - 0*ovtt_Bicycle - 0*cost_Bicycle,,IP,HBO,MNL,Metro,V_access_Walk,0.053 - 0.019*ivtt_access_Walk - 0*ovtt_access_Walk - 0*cost_access_Walk,,PM,NHB,MNL,Bus,V_egress_Auto_Rickshaw,(- 0.007)*ivtt_egress_Auto_Rickshaw - 0.007*ovtt_egress_Auto_Rickshaw - 0.002*cost_egress_Auto_Rickshaw,
PM,NHB,MNL,V_Own_Two_Wheeler,0.309 - 0.006*ivtt_Own_Two_Wheeler - 0.006*ovtt_Own_Two_Wheeler - 0.002*cost_Own_Two_Wheeler,,IP,HBO,MNL,Metro,V_access_Bicycle,0.013- 0.019*ivtt_access_Bicycle - 0*ovtt_access_Bicycle - 0*cost_access_Bicycle,,PM,NHB,MNL,Bus,V_egress_App_Based_Two_Wheeler,0.310 - 0.007*ivtt_egress_App_Based_Two_Wheeler - 0.007*ovtt_egress_App_Based_Two_Wheeler - 0.002*cost_egress_App_Based_Two_Wheeler,
PM,NHB,MNL,V_Own_Car,(-0.132) - 0.006*ivtt_Own_Car - 0.006*ovtt_Own_Car - 0.006*cost_Own_Car,,IP,HBO,MNL,Metro,V_access_Own_Two_Wheeler,0.695 - 0.007*ivtt_access_Own_Two_Wheeler - 0.007*ovtt_access_Own_Two_Wheeler - 0.002*cost_access_Own_Two_Wheeler,,PM,NHB,MNL,Bus,V_egress_App_Based_Car,0.133 - 0.007*ivtt_egress_App_Based_Car - 0.007*ovtt_egress_App_Based_Car - 0.002*cost_egress_App_Based_Car,
PM,NHB,MNL,V_Bus,(-0.006)*ivtt_Bus - 0.006*ovtt_Bus - 0.002*cost_Bus +0.153*LS_access_Bus + 0.081*LS_egress_Bus,,IP,HBO,MNL,Metro,V_access_Own_Car,(-0.243) - 0.007*ivtt_access_Own_Car - 0.007*ovtt_access_Own_Car - 0.002*cost_access_Own_Car,,PM,NHB,MNL,Metro,V_egress_Walk,0.194 - 0.019*ivtt_egress_Walk - 0*ovtt_egress_Walk - 0*cost_egress_Walk,
PM,NHB,MNL,V_Metro,0.295 - 0.006*ivtt_Metro - 0.006*ovtt_Metro - 0.002*cost_Metro + 0.061*LS_access_Metro + 0.159*LS_egress_Metro,,IP,HBO,MNL,Metro,V_access_Auto_Rickshaw,(- 0.007)*ivtt_access_Auto_Rickshaw - 0.007*ovtt_access_Auto_Rickshaw - 0.002*cost_access_Auto_Rickshaw,,PM,NHB,MNL,Metro,V_egress_Auto_Rickshaw,(- 0.007)*ivtt_egress_Auto_Rickshaw - 0.007*ovtt_egress_Auto_Rickshaw - 0.002*cost_egress_Auto_Rickshaw,
PM,NHB,MNL,V_Bus_and_Metro,(-2.418) - 0.006*ivtt_Bus_and_Metro - 0.006*ovtt_Bus_and_Metro - 0.002*cost_Bus_and_Metro  + 1*LS_access_Bus_and_Metro + 0.061*LS_egress_Bus_and_Metro,,IP,HBO,MNL,Metro,V_access_App_Based_Two_Wheeler,0.695 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,PM,NHB,MNL,Metro,V_egress_App_Based_Two_Wheeler,0.172- 0.007*ivtt_egress_App_Based_Two_Wheeler - 0.007*ovtt_egress_App_Based_Two_Wheeler - 0.002*cost_egress_App_Based_Two_Wheeler,
PM,NHB,MNL,V_Auto_Rickshaw,(-1.519) - 0.006*ivtt_Auto_Rickshaw - 0.006*ovtt_Auto_Rickshaw - 0.002*cost_Auto_Rickshaw,,IP,HBO,MNL,Metro,V_access_App_Based_Car,(-0.243) - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,PM,NHB,MNL,Metro,V_egress_App_Based_Car,0.074 - 0.007*ivtt_egress_App_Based_Car - 0.007*ovtt_egress_App_Based_Car - 0.002*cost_egress_App_Based_Car,
PM,NHB,MNL,V_App_Based_Two_Wheeler,(-0.714) - 0.006*ivtt_App_Based_Two_Wheeler - 0.006*ovtt_App_Based_Two_Wheeler - 0.002*cost_App_Based_Two_Wheeler,,IP,HBO,MNL,Bus_and_Metro,V_access_Walk,1.059 - 0.019*ivtt_access_Walk - 0*ovtt_access_Walk - 0*cost_access_Walk,,PM,NHB,MNL,Bus_and_Metro,V_egress_Walk,0.156 - 0.019*ivtt_egress_Walk - 0*ovtt_egress_Walk - 0*cost_egress_Walk,
PM,NHB,MNL,V_App_Based_Car,(-0.714) - 0.006*ivtt_App_Based_Car - 0.006*ovtt_App_Based_Car - 0.002*cost_App_Based_Car,,IP,HBO,MNL,Bus_and_Metro,V_access_Bicycle,0.270 - 0.019*ivtt_access_Bicycle - 0*ovtt_access_Bicycle - 0*cost_access_Bicycle,,PM,NHB,MNL,Bus_and_Metro,V_egress_Auto_Rickshaw,(- 0.007)*ivtt_egress_Auto_Rickshaw - 0.007*ovtt_egress_Auto_Rickshaw - 0.002*cost_egress_Auto_Rickshaw,
PM,NHB,MNL,V_Vehicle_Pool,(-1.021) - 0.006*ivtt_Vehicle_Pool - 0.006*ovtt_Vehicle_Pool - 0.002*cost_Vehicle_Pool,,IP,HBO,MNL,Bus_and_Metro,V_access_Own_Two_Wheeler,0.284 - 0.007*ivtt_access_Own_Two_Wheeler - 0.007*ovtt_access_Own_Two_Wheeler - 0.002*cost_access_Own_Two_Wheeler,,PM,NHB,MNL,Bus_and_Metro,V_egress_App_Based_Two_Wheeler,0.135 - 0.007*ivtt_egress_App_Based_Two_Wheeler - 0.007*ovtt_egress_App_Based_Two_Wheeler - 0.002*cost_egress_App_Based_Two_Wheeler,
PM,NHB,MNL,V_School_Bus,(-1.021) - 0.006*ivtt_School_Bus - 0.006*ovtt_School_Bus - 0.002*cost_School_Bus,,IP,HBO,MNL,Bus_and_Metro,V_access_Own_Car,0.122 - 0.007*ivtt_access_Own_Car - 0.007*ovtt_access_Own_Car - 0.002*cost_access_Own_Car,,PM,NHB,MNL,Bus_and_Metro,V_egress_App_Based_Car,0.058- 0.007*ivtt_egress_App_Based_Car - 0.007*ovtt_egress_App_Based_Car - 0.002*cost_egress_App_Based_Car,
OP,HBW,MNL,V_Walk,0.192 - 0.064*ivtt_Walk - 0*ovtt_Walk - 0*cost_Walk,,IP,HBO,MNL,Bus_and_Metro,V_access_Auto_Rickshaw,(- 0.007)*ivtt_access_Auto_Rickshaw - 0.007*ovtt_access_Auto_Rickshaw - 0.002*cost_access_Auto_Rickshaw,,OP,HBW,MNL,Bus,V_egress_Walk,0.287 - 0.019*ivtt_egress_Walk - 0*ovtt_egress_Walk - 0*cost_egress_Walk,
OP,HBW,MNL,V_Bicycle,(-0.751) - 0.064*ivtt_Bicycle - 0*ovtt_Bicycle - 0*cost_Bicycle,,IP,HBO,MNL,Bus_and_Metro,V_access_App_Based_Two_Wheeler,0.284 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,OP,HBW,MNL,Bus,V_egress_Auto_Rickshaw,(- 0.007)*ivtt_egress_Auto_Rickshaw - 0.007*ovtt_egress_Auto_Rickshaw - 0.002*cost_egress_Auto_Rickshaw,
OP,HBW,MNL,V_Own_Two_Wheeler,0.309 - 0.006*ivtt_Own_Two_Wheeler - 0.006*ovtt_Own_Two_Wheeler - 0.002*cost_Own_Two_Wheeler,,IP,HBO,MNL,Bus_and_Metro,V_access_App_Based_Car,0.122 - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,OP,HBW,MNL,Bus,V_egress_App_Based_Two_Wheeler,0.259 - 0.007*ivtt_egress_App_Based_Two_Wheeler - 0.007*ovtt_egress_App_Based_Two_Wheeler - 0.002*cost_egress_App_Based_Two_Wheeler,
OP,HBW,MNL,V_Own_Car,(-0.132) - 0.006*ivtt_Own_Car - 0.006*ovtt_Own_Car - 0.006*cost_Own_Car,,IP,NHB,MNL,Bus,V_access_Walk,1.155 - 0.019*ivtt_access_Walk - 0*ovtt_access_Walk - 0*cost_access_Walk,,OP,HBW,MNL,Bus,V_egress_App_Based_Car,0.111 - 0.007*ivtt_egress_App_Based_Car - 0.007*ovtt_egress_App_Based_Car - 0.002*cost_egress_App_Based_Car,
OP,HBW,MNL,V_Bus,(-0.006)*ivtt_Bus - 0.006*ovtt_Bus - 0.002*cost_Bus +0.153*LS_access_Bus + 0.081*LS_egress_Bus,,IP,NHB,MNL,Bus,V_access_Bicycle,0.295 - 0.019*ivtt_access_Bicycle - 0*ovtt_access_Bicycle - 0*cost_access_Bicycle,,OP,HBW,MNL,Metro,V_egress_Walk,0.162 - 0.019*ivtt_egress_Walk - 0*ovtt_egress_Walk - 0*cost_egress_Walk,
OP,HBW,MNL,V_Metro,0.246 - 0.006*ivtt_Metro - 0.006*ovtt_Metro - 0.002*cost_Metro + 0.061*LS_access_Metro + 0.159*LS_egress_Metro,,IP,NHB,MNL,Bus,V_access_Own_Two_Wheeler,0.310 - 0.007*ivtt_access_Own_Two_Wheeler - 0.007*ovtt_access_Own_Two_Wheeler - 0.002*cost_access_Own_Two_Wheeler,,OP,HBW,MNL,Metro,V_egress_Auto_Rickshaw,(- 0.007)*ivtt_egress_Auto_Rickshaw - 0.007*ovtt_egress_Auto_Rickshaw - 0.002*cost_egress_Auto_Rickshaw,
OP,HBW,MNL,V_Bus_and_Metro,(-3.023) - 0.006*ivtt_Bus_and_Metro - 0.006*ovtt_Bus_and_Metro - 0.002*cost_Bus_and_Metro  + 1*LS_access_Bus_and_Metro + 0.061*LS_egress_Bus_and_Metro,,IP,NHB,MNL,Bus,V_access_Own_Car,0.133 - 0.007*ivtt_access_Own_Car - 0.007*ovtt_access_Own_Car - 0.002*cost_access_Own_Car,,OP,HBW,MNL,Metro,V_egress_App_Based_Two_Wheeler,0.144 - 0.007*ivtt_egress_App_Based_Two_Wheeler - 0.007*ovtt_egress_App_Based_Two_Wheeler - 0.002*cost_egress_App_Based_Two_Wheeler,
OP,HBW,MNL,V_Auto_Rickshaw,(-2.171) - 0.006*ivtt_Auto_Rickshaw - 0.006*ovtt_Auto_Rickshaw - 0.002*cost_Auto_Rickshaw,,IP,NHB,MNL,Bus,V_access_Auto_Rickshaw,(- 0.007)*ivtt_access_Auto_Rickshaw - 0.007*ovtt_access_Auto_Rickshaw - 0.002*cost_access_Auto_Rickshaw,,OP,HBW,MNL,Metro,V_egress_App_Based_Car,0.062 - 0.007*ivtt_egress_App_Based_Car - 0.007*ovtt_egress_App_Based_Car - 0.002*cost_egress_App_Based_Car,
OP,HBW,MNL,V_App_Based_Two_Wheeler,(-1.021) - 0.006*ivtt_App_Based_Two_Wheeler - 0.006*ovtt_App_Based_Two_Wheeler - 0.002*cost_App_Based_Two_Wheeler,,IP,NHB,MNL,Bus,V_access_App_Based_Two_Wheeler,0.310 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,OP,HBW,MNL,Bus_and_Metro,V_egress_Walk,0.130 - 0.019*ivtt_egress_Walk - 0*ovtt_egress_Walk - 0*cost_egress_Walk,
OP,HBW,MNL,V_App_Based_Car,(-1.021) - 0.006*ivtt_App_Based_Car - 0.006*ovtt_App_Based_Car - 0.002*cost_App_Based_Car,,IP,NHB,MNL,Bus,V_access_App_Based_Car,0.133 - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,OP,HBW,MNL,Bus_and_Metro,V_egress_Auto_Rickshaw,(- 0.007)*ivtt_egress_Auto_Rickshaw - 0.007*ovtt_egress_Auto_Rickshaw - 0.002*cost_egress_Auto_Rickshaw,
OP,HBW,MNL,V_Vehicle_Pool,(-1.021) - 0.006*ivtt_Vehicle_Pool - 0.006*ovtt_Vehicle_Pool - 0.002*cost_Vehicle_Pool,,IP,NHB,MNL,Metro,V_access_Walk,0.057 - 0.019*ivtt_access_Walk - 0*ovtt_access_Walk - 0*cost_access_Walk,,OP,HBW,MNL,Bus_and_Metro,V_egress_App_Based_Two_Wheeler,0.113 - 0.007*ivtt_egress_App_Based_Two_Wheeler - 0.007*ovtt_egress_App_Based_Two_Wheeler - 0.002*cost_egress_App_Based_Two_Wheeler,
OP,HBW,MNL,V_School_Bus,(-1.021) - 0.006*ivtt_School_Bus - 0.006*ovtt_School_Bus - 0.002*cost_School_Bus,,IP,NHB,MNL,Metro,V_access_Bicycle,0.014- 0.019*ivtt_access_Bicycle - 0*ovtt_access_Bicycle - 0*cost_access_Bicycle,,OP,HBW,MNL,Bus_and_Metro,V_egress_App_Based_Car,0.049 - 0.007*ivtt_egress_App_Based_Car - 0.007*ovtt_egress_App_Based_Car - 0.002*cost_egress_App_Based_Car,
OP,HBE,MNL,V_Walk,0.230 - 0.064*ivtt_Walk - 0*ovtt_Walk - 0*cost_Walk,,IP,NHB,MNL,Metro,V_access_Own_Two_Wheeler,0.758 - 0.007*ivtt_access_Own_Two_Wheeler - 0.007*ovtt_access_Own_Two_Wheeler - 0.002*cost_access_Own_Two_Wheeler,,OP,HBE,MNL,Bus,V_egress_Walk,0.258- 0.019*ivtt_egress_Walk - 0*ovtt_egress_Walk - 0*cost_egress_Walk,
OP,HBE,MNL,V_Bicycle,(-0.600) - 0.064*ivtt_Bicycle - 0*ovtt_Bicycle - 0*cost_Bicycle,,IP,NHB,MNL,Metro,V_access_Own_Car,(-0.217) - 0.007*ivtt_access_Own_Car - 0.007*ovtt_access_Own_Car - 0.002*cost_access_Own_Car,,OP,HBE,MNL,Bus,V_egress_Auto_Rickshaw,(- 0.007)*ivtt_egress_Auto_Rickshaw - 0.007*ovtt_egress_Auto_Rickshaw - 0.002*cost_egress_Auto_Rickshaw,
